strategy,month,portfolio_return,pnl,equity,prev_equity,n_positions,regime_on,cost_dollars,commission_bps_per_side,slippage_bps_per_side,round_trip_bps,per_position_dollars,sizing_method
improved_4_walkforward_stop_take_top10,2013-07-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2013-08-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2013-09-30,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2013-10-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2013-11-30,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2013-12-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2014-01-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2014-02-28,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2014-03-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2014-04-30,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2014-05-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2014-06-30,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2014-07-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2014-08-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2014-09-30,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2014-10-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2014-11-30,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2014-12-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2015-01-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2015-02-28,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2015-03-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2015-04-30,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2015-05-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2015-06-30,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2015-07-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2015-08-31,0.0,0.0,1000000.0,1000000.0,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2015-09-30,0.0,0.0,1000000.0,1000000.0,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2015-10-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2015-11-30,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2015-12-31,0.0,0.0,1000000.0,1000000.0,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2016-01-31,0.0,0.0,1000000.0,1000000.0,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2016-02-29,0.0,0.0,1000000.0,1000000.0,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2016-03-31,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2016-04-30,0.0,0.0,1000000.0,1000000.0,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2016-05-31,0.03471787193451331,34717.871934513314,1034717.8719345133,1000000.0,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2016-06-30,0.02544981638311536,26333.37984906124,1061051.2517835745,1034717.8719345133,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2016-07-31,0.01860675743156434,19742.72326439467,1080793.975047969,1061051.2517835745,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2016-08-31,-0.008551776706519465,-9242.7087403618,1071551.2663076073,1080793.975047969,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2016-09-30,-0.019258618045559714,-20636.59655405405,1050914.6697535533,1071551.2663076073,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2016-10-31,0.0,0.0,1050914.6697535533,1050914.6697535533,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2016-11-30,-0.00927967026629171,-9752.14161332182,1041162.5281402315,1050914.6697535533,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2016-12-31,0.004144345483852584,4314.937221454507,1045477.465361686,1041162.5281402315,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2017-01-31,0.0,0.0,1045477.465361686,1045477.465361686,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2017-02-28,0.0,0.0,1045477.465361686,1045477.465361686,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2017-03-31,0.01283352159975176,13417.157633772918,1058894.6229954588,1045477.465361686,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2017-04-30,0.05889545963827901,62364.08552981971,1121258.7085252786,1058894.6229954588,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2017-05-31,0.0,0.0,1121258.7085252786,1121258.7085252786,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2017-06-30,0.0318036067637264,35660.071046341676,1156918.7795716203,1121258.7085252786,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2017-07-31,0.0,0.0,1156918.7795716203,1156918.7795716203,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2017-08-31,0.0,0.0,1156918.7795716203,1156918.7795716203,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2017-09-30,0.0,0.0,1156918.7795716203,1156918.7795716203,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2017-10-31,0.02594471872784381,30015.932326946022,1186934.7118985662,1156918.7795716203,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2017-11-30,0.002240777083585056,2659.656102133938,1189594.3680007001,1186934.7118985662,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2017-12-31,0.061610387566239856,73291.3700591393,1262885.7380598395,1189594.3680007001,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2018-01-31,0.0,0.0,1262885.7380598395,1262885.7380598395,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2018-02-28,-0.02789325768289334,-35225.997315754044,1227659.7407440855,1262885.7380598395,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2018-03-31,0.0021137166277000134,2594.924807168661,1230254.6655512543,1227659.7407440855,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2018-04-30,0.06474361683557647,79651.13667663069,1309905.802227885,1230254.6655512543,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2018-05-31,-0.007196463356481612,-9426.689106175623,1300479.1131217093,1309905.802227885,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2018-06-30,0.044298477338606264,57609.244521952816,1358088.357643662,1300479.1131217093,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2018-07-31,0.0,0.0,1358088.357643662,1358088.357643662,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2018-08-31,0.0,0.0,1358088.357643662,1358088.357643662,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2018-09-30,-0.036816455806124436,-50000.0,1308088.357643662,1358088.357643662,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2018-10-31,0.0,0.0,1308088.357643662,1308088.357643662,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2018-11-30,-0.03822371761649802,-50000.0,1258088.357643662,1308088.357643662,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2018-12-31,0.0,0.0,1258088.357643662,1258088.357643662,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2019-01-31,0.0,0.0,1258088.357643662,1258088.357643662,0,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2019-02-28,0.0,0.0,1258088.357643662,1258088.357643662,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2019-03-31,0.03422295684673861,43055.50357302329,1301143.8612166853,1258088.357643662,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2019-04-30,-0.01991198980291731,-25908.363296675092,1275235.4979200102,1301143.8612166853,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2019-05-31,0.050451463210507065,64337.49680804406,1339572.9947280544,1275235.4979200102,10,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2019-06-30,0.0,0.0,1339572.9947280544,1339572.9947280544,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2019-07-31,0.0,0.0,1339572.9947280544,1339572.9947280544,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2019-08-31,0.0,0.0,1339572.9947280544,1339572.9947280544,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2019-09-30,0.03387763865199105,45381.56986336254,1384954.5645914169,1339572.9947280544,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2019-10-31,0.012492403367006149,17301.41106585235,1402255.9756572691,1384954.5645914169,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2019-11-30,0.0162178705739338,22741.605924734853,1424997.581582004,1402255.9756572691,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2019-12-31,0.004028511412636651,5740.61902038273,1430738.2006023866,1424997.581582004,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2020-01-31,0.0,0.0,1430738.2006023866,1430738.2006023866,0,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2020-02-29,-0.03494699448085499,-50000.0,1380738.2006023866,1430738.2006023866,10,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2020-03-31,0.0928424017720799,128191.05076238544,1508929.251364772,1380738.2006023866,10,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2020-04-30,0.04903931801893018,73996.8614257433,1582926.1127905152,1508929.251364772,10,False,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2020-05-31,-0.0012187844208849663,-1929.2456856810788,1580996.8671048342,1582926.1127905152,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2020-06-30,0.054968359752158795,86904.80455805451,1667901.6716628887,1580996.8671048342,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2020-07-31,0.022236497417758263,37088.29121500652,1704989.9628778952,1667901.6716628887,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
improved_4_walkforward_stop_take_top10,2020-08-31,-0.02932568583313168,-50000.0,1654989.9628778952,1704989.9628778952,10,True,0.0,0.0,0.0,0.0,100000.0,fixed_cash
